1,1,48,48,24,250,250,0,5713493.75
2,1,48,48,24,250,250,0,3404851.25
3,1,48,48,24,250,250,0,604312.5
4,1,48,48,24,250,250,0,3374532.5
5,1,48,48,24,250,250,0,2620018.75
6,1,48,48,24,250,250,0,2774478.75
7,1,48,48,24,250,250,0,1102747.5
8,26,72,48,48,480,490,1,611423.75
801,26,72,48,48,480,490,1,403210
9,2,48,48,12,100,100,0,27078750
10,2,48,48,12,100,100,0,3012500
11,2,48,48,24,100,100,0,854381.25
12,2,48,48,24,100,100,0,3882000
13,5,72,72,48,140,140,1,7044973.438
331,5,72,72,48,140,140,1,664417.5
14,5,72,72,48,140,140,1,12803964.69
15,5,72,72,48,140,140,1,1800653.75
16,5,72,72,24,140,140,1,24144250
17,5,72,72,24,140,140,1,4272830.625
271,5,72,72,24,140,140,1,1684143.125
18,5,72,72,24,140,140,1,46877157.19
19,5,72,72,24,140,140,1,30401428.44
20,5,72,72,48,140,140,1,2664230.938
21,5,72,72,24,140,140,1,9155778.438
22,5,72,72,48,140,140,1,126233.75
23,5,72,72,24,140,140,1,16449631.25
24,5,72,72,24,140,140,1,15411016.32
25,5,72,72,24,140,140,1,6339976.563
252,5,72,72,24,140,140,1,1294112.5
26,6,48,24,12,265,265,0,20113811.58
27,8,48,48,24,180,180,0,1837500
28,8,48,48,24,180,180,0,2074998.75
29,8,48,48,24,180,180,0,2180157.5
30,8,48,48,24,180,180,0,13057157.5
31,9,72,72,48,225,200,0,4471250
32,9,72,72,48,225,200,0,482173.75
33,9,72,72,48,225,200,0,688750
34,10,72,96,48,150,175,1,1442167.5
341,10,72,96,24,150,175,1,462500
342,10,72,96,24,150,175,1,140000
35,10,72,96,48,150,175,1,8232737.5
36,10,72,96,24,150,175,1,4782504.549
361,12,48,48,48,100,225,1,676535
37,13,72,48,24,160,160,1,10087500
38,13,72,48,24,160,160,1,1859492.5
381,13,72,48,24,160,160,1,10000
39,14,48,48,24,120,120,0,1412500
40,14,48,48,12,120,120,0,11200000
41,14,48,48,24,120,120,0,15387500
42,14,48,48,24,120,120,0,1787500
43,15,24,24,12,150,150,0,70395601.08
431,16,72,144,48,165,165,1,1304336.25
44,17,48,96,48,165,165,0,1694200
45,17,48,96,48,165,165,0,9750000
46,17,48,96,48,165,165,0,725000
47,20,120,168,48,450,650,1,4128931.913
471,20,120,168,48,450,650,1,72172.5
48,23,96,192,48,143,143,1,1037131.25
481,23,96,192,48,143,143,1,222500
483,23,96,192,48,143,143,1,562500
485,23,96,192,48,143,143,1,896194.3665
486,23,96,192,48,143,143,1,740000
49,23,96,96,48,125,115,1,2656476.188
491,23,96,96,48,125,115,1,934088.75
492,23,96,96,48,125,115,1,754166.2085
493,23,96,96,48,125,115,1,143750
494,23,96,96,48,125,115,1,40000
50,23,72,144,48,175,200,1,6041250
501,23,72,144,48,175,200,1,737966.87
51,23,72,96,48,318,307,1,1110751.25
511,23,72,96,48,318,307,1,147500
52,23,72,96,48,318,307,1,5523375
53,24,72,48,24,185,185,0,8298376.25
531,241,72,48,24,185,185,0,10000
54,25,96,72,48,115,150,1,1315000
55,25,96,72,48,115,150,1,2748310
56,26,72,48,48,480,490,1,2310872.5
57,34,24,48,24,600,650,0,1024650
58,34,24,48,24,600,650,0,4245561.25
59,33,48,24,24,400,420,0,2675670.339
61,33,48,24,24,400,420,0,3942980.523
62,33,48,24,24,400,420,0,9164169.149
63,33,48,24,24,400,420,0,14711637.45
64,35,48,72,24,200,300,0,3848141.25
65,35,48,72,24,200,300,0,2170740
66,39,24,24,24,65,265,0,3150733.75
67,39,24,24,24,65,265,0,3848141.25
68,36,72,72,48,220,250,0,1484700
69,41,24,48,48,50,215,0,838723.75
691,41,24,48,48,50,215,0,693040
70,35,48,72,24,200,300,0,1470316.25
71,35,48,72,24,200,300,0,1025115
72,43,72,72,48,450,500,0,317500
73,44,24,48,48,325,410,0,1664883.75
74,46,72,48,48,495,740,0,2291316.25
75,45,96,48,48,200,950,0,1379256.235
76,33,48,24,24,400,420,0,2952018.722
77,33,48,24,24,400,420,0,1211005.64
78,33,48,24,24,400,420,0,993750
79,33,48,24,24,400,420,0,768097.6126
80,33,48,24,24,400,420,0,4232500
81,33,48,24,24,400,420,0,2253750
82,33,48,24,24,400,420,0,2743750
83,33,48,24,24,400,420,0,1328424.243
84,33,48,24,24,400,420,0,8974735
841,34,24,48,24,600,650,0,683750
85,34,24,48,24,600,650,0,2099250
86,52,72,48,48,170,150,0,1712500
87,51,48,96,48,360,320,0,2580375
88,48,72,120,48,330,395,0,2925000
89,49,72,72,48,210,210,0,1129120
90,49,72,72,48,210,210,0,2076040
91,49,72,72,48,210,210,0,886579.0837
92,52,72,48,48,170,150,0,3366690
93,53,288,360,48,800,800,0,522868.75
94,55,72,72,48,500,500,0,726476.25
95,55,72,72,48,500,500,0,426322.475
96,55,72,72,48,500,500,0,3837261.25
97,55,72,72,48,500,500,0,820997.5
971,55,72,72,48,500,500,0,704564.975
98,55,72,72,48,500,500,0,1038744.728
99,55,72,72,48,500,500,0,442752.5
100,55,72,72,48,500,500,0,385308.75
101,56,72,72,48,350,450,0,997342.5
102,54,48,72,48,550,800,0,3736695.521
103,60,96,120,48,225,250,1,2526927.5
203,60,96,120,48,225,250,0,1500000
104,66,96,72,48,75,174,0,2268871.933
105,61,48,72,48,110,110,0,2050000
205,61,48,72,48,110,110,0,1657938.75
106,65,24,24,24,190,190,0,2175000
107,65,24,24,24,190,190,0,18692500
108,65,24,24,24,190,190,0,3466786.803
208,67,72,48,24,135,105,0,1087844.923
109,67,72,48,24,135,105,0,4231250
110,66,96,72,48,75,174,0,5146168.75
210,66,96,72,48,75,174,0,2877500
111,69,72,48,48,110,130,0,1020392.5
112,94,48,72,48,170,250,0,818750
113,94,48,72,24,170,250,0,3881772.5
114,94,48,72,48,170,250,0,1437500
115,94,48,72,48,170,250,0,996250
215,88,48,48,24,250,350,0,912500
116,88,48,48,24,250,350,0,9071150.225
117,88,48,48,48,250,350,0,1107352.5
118,81,48,48,24,250,250,0,1292578.75
119,70,72,72,24,200,200,0,1850000
120,70,72,72,24,200,200,0,1837500
121,71,96,144,48,125,400,0,1632193.75
122,74,72,72,48,270,355,0,2152500
123,74,72,72,48,270,355,0,763635
223,74,72,72,48,270,355,0,656250
323,74,72,72,48,270,355,0,1397186.25
423,74,72,72,48,270,355,0,689657.5
124,74,72,72,48,270,355,0,3992745
125,86,72,48,48,300,300,0,905413.6687
126,116,72,72,48,430,600,1,10000
127,26,72,48,48,480,490,1,943612.5
227,78,48,72,24,300,380,1,454785.111
128,78,48,72,24,300,380,0,6134635
129,87,72,72,48,200,200,0,1235623.75
130,96,48,48,24,275,410,0,4140698.75
131,79,72,72,24,345,345,0,840192.8522
231,79,72,72,24,345,345,0,790000
132,79,72,72,24,345,345,0,4938762.984
232,79,72,72,24,345,345,0,703750
133,79,72,72,24,345,345,0,987500
134,79,72,72,24,345,345,0,1862500
135,79,72,72,24,345,345,0,3343005
136,101,72,72,24,315,315,0,10000
137,81,48,48,24,250,250,0,4278722.5
138,81,48,48,24,250,250,0,6411068.75
139,81,48,48,24,250,250,0,5354737.5
140,103,48,24,24,205,205,0,4032810.216
141,103,48,24,24,205,205,0,2098750
142,103,48,24,24,205,205,0,1677924.771
143,103,48,24,24,205,205,0,604187.7586
144,104,24,48,24,220,253,0,907765
145,80,120,120,24,260,260,0,3280325.228
146,80,120,120,24,260,260,0,763624.0594
147,80,120,120,24,260,260,0,834376.25
148,81,48,48,24,250,250,0,798058.75
149,101,72,72,24,315,315,0,3594101.25
150,98,48,48,24,300,300,0,2000000
151,98,48,48,24,300,300,0,13875000
152,106,24,24,24,260,250,0,18140826.25
153,102,48,24,24,250,250,0,6812500
154,102,48,24,24,250,250,0,10907500
155,111,72,48,24,140,140,0,2434030
255,115,72,48,24,140,140,1,937500
355,114,72,48,24,140,140,1,586677.5
455,113,72,48,24,140,140,1,278750
156,100,48,48,24,160,160,0,812056.25
256,100,48,48,24,160,160,0,637500
157,107,48,48,24,200,200,0,941250
257,131,72,144,48,800,1000,0,798750
158,131,72,144,48,800,1000,0,843280
159,130,72,192,48,100,100,0,1045000
259,133,96,120,48,450,605,0,1750000
160,133,96,120,48,450,605,0,1301919.334
161,139,96,144,48,365,900,0,703750
162,142,144,192,48,400,500,0,972500
163,161,96,216,24,285,450,0,1094753.75
164,161,96,216,24,285,450,0,968623.75
165,161,96,216,24,285,450,0,3742178.144
465,150,144,192,48,375,390,0,740000
166,150,144,192,48,375,390,0,1779827.5
167,147,72,72,48,270,270,0,1303308.197
567,147,72,72,48,270,270,0,796845
168,163,24,48,24,400,400,0,1660165
169,163,24,48,24,400,400,0,3312500
170,163,24,48,24,400,400,0,3193523.75
171,163,24,48,24,400,400,0,985332.5
172,164,48,24,24,300,300,0,1217152.5
173,164,48,24,24,300,300,0,700000
